id,name,about,network,followersCount,proposalsCount,gov_model,turnout_rate_proxy,log_followers,tally_proposals,tally_votes,voters_90d,token_holders
butterflycash.eth,Butterfly Cash - bCASH,"Butterfly Cash is an ERC20 token on the Avalanche Blockchain. 
Voting will use the ecosystem governance token, veCASH.",43114,25,17,hybrid,0.68,3.258096538021482,,,,
itokenpocket.eth,TokenPocket,TokenPocket is the world's largest decentralized stablecoin wallet and serves 30 million+ users covering 200+ countries and regions in the world.,56,337,20,hybrid,0.05934718100890208,5.823045895483019,,,,
dicesia.eth,Dicesia DAO,Social DAO ,137,13,5,hybrid,0.38461538461538464,2.6390573296152584,,,,
moonbeam-foundation.eth,Moonbeam Foundation,"This is a space for the Moonbeam community to do signal voting.

To submit a proposal you must hold at least 1 GLMR in your account.",1284,4618,12,hybrid,0.00259852750108272,8.437933510430605,,,,
y2factory.eth,Y2 FACTORY DAO,Y2FACTORY DAO（Y2FD）は、「みんながワイワイ楽しめる世界を」というミッションのもと、参加者がエンターテインメントの企画、制作、運営に関わることができる、クリエイティブな共創コミュニティです。,137,106,125,hybrid,1.0,4.672828834461906,,,,
wrldtakeovernft.eth,MetaTrustDAO,Focused on GameFi asset acquisition.,1,170,112,hybrid,0.6588235294117647,5.14166355650266,,,,
acrossprotocol.eth,Across DAO,Across is a cross-chain bridge for Ethereum’s rollups and L2s that is secured by UMA’s optimistic oracle. ,1,1521,81,hybrid,0.05325443786982249,7.3277805384216315,,,,
magicappstore.eth,Magic Square,The Magic DAO empowers $SQR holders and stakers to influence key decisions through voting in the community-driven development of Magic Square,56,96332,323,hybrid,0.0033529875846032473,11.47556621821286,,,,
magpiexyz.eth,Magpie,Magpie is a Multi-chain DeFi platform providing Yield & veTokenomics boosting services,56,603,85,hybrid,0.14096185737976782,6.403574197934815,,,,
innercirclefinance.eth,Inner Circle Finance,,25,16,18,hybrid,1.0,2.833213344056216,,,,
enterthemythos.eth,Mythos DAO,Mythos DAO is a decentralized autonomous organization that provides its players with a voice in its ecosystem development.,1,88,4,algorithmic,0.045454545454545456,4.48863636973214,,,,
kodacapitaldao.eth,Koda Capital DAO,A DAO built on top of the $APE ecosystem. Focused on $APE staking via MAYC/BAKC pools for max $APE yields quarterly. ,1,20,19,hybrid,0.95,3.044522437723423,,,,
staderdao.eth,Stader,Stader Labs (https://staderlabs.com/) is a non-custodial multi-chain liquid staking platform with over USD 150 Mn+ PoS assets staked. Currently live on 6 chains,1,1744,26,hybrid,0.014908256880733946,7.4645098346365275,,,,
veclev.eth,CLever,"Deposit top quality tokens to CLever in high-yielding collateral strategies, then claim your future yields today. Your future yields can be farmed, re-deposited",1,156,1234,hybrid,1.0,5.056245805348308,,,,
seizerdao.eth,SeizerDAO,A DAO created to acquire and collect pieces from the entire 6529 ecosystem while joining the fight for an Open Metaverse,1,164,14,hybrid,0.08536585365853659,5.10594547390058,,,,
freechatdao.eth,FreechatDAO,Freechat is a Web 3.0 social application that provides end-to-end encrypted communication services to ensure privacy and security and social freedom.,1,179,29,hybrid,0.16201117318435754,5.19295685089021,,,,
conic-dao.eth,Conic,Diversify your exposure to high yields across the curve ecosystem,1,878,221,hybrid,0.2517084282460137,6.778784897685177,,,,
h2odata-liquidstaking.eth,H2OData - psdnOCEAN,Weekly voting for allocation on veOCEAN,1,15,22,hybrid,1.0,2.772588722239781,,,,
justsomedao.eth,JustSomeDAO,JustSomeDAO is here to obtain a crypto portfolio and collection of NFTs that will continuously reward all participating members.,1,23,21,hybrid,0.9130434782608695,3.1780538303479458,,,,
ipv4dao.eth,IPv4DAO,Our mission is the Internet Protocol with decentralized ownership and community-based governance.,1,13,11,hybrid,0.8461538461538461,2.6390573296152584,,,,
cowgrants.eth,CoW DAO Grants,Foster the CoW Ecosystem,100,110,80,hybrid,0.7272727272727273,4.709530201312334,,,,
mdt.eth,Measurable Data Token,"Measurable Data Token (MDT) is a decentralized data exchange ecosystem connecting users, data providers, and data buyers and denominates the value of data.",1,1120,2,hybrid,0.0017857142857142857,7.02197642307216,,,,
whikoland.eth,WHIKO 謎の生物,謎の生物，Happiness is being confidently weird.“我很難跟妳解釋，一切都是謎。”,1,381,5,hybrid,0.013123359580052493,5.945420608606575,,,,
cratos.eth,Cratos,Cratos is a utility token on the Cratos app designed to facilitate the development of voting system.,1,284,33,hybrid,0.11619718309859155,5.652489180268651,,,,
pushdao.eth,Push,"Push Chain is a shared state L1 blockchain that allows all chains to unify, enabling apps of any chain to be accessed by users of any chain.",1,903,121,hybrid,0.13399778516057587,6.806829360392176,,,,
telcoinfoundation.eth,Telcoin Association,"The formal mechanisms and processes for Telcoin Association governance. This includes Miner Group, Miner Council, and TAO snapshots for their decision-making.",137,11,2,token,0.18181818181818182,2.4849066497880004,,,,
pylonecosystem.eth,Pylon Ecosystem,"Pylon Eco Token (PETN) is a product of  Pylon Fintech. PETN is a Decentralized  Finance (DeFi), Governance and Deflationary Open Source Ecosystem based Project",56,129,23,hybrid,0.17829457364341086,4.867534450455582,,,,
beanstalkbugbounty.eth,Beanstalk Bug Bounty,The Beanstalk Immunefi Committee proposes and votes on responses to Immunefi bug reports. More info: docs.bean.money/almanac/governance/proposals#bir,1,34,13,hybrid,0.38235294117647056,3.5553480614894135,,,,
mail3.eth,Mail3,Mail3 is a Web3 email platform that uses blockchain technology to ensure privacy and security for its users.,137,22564,8,hybrid,0.0003545470661230278,10.024155312261101,,,,
rocketstarfoundation.eth,Rocketstar Foundation,"A DAO to bridge Web3 and Enterprise. The best of both worlds for a fairer, more participatory & more regenerative economy.",100,7,21,hybrid,1.0,2.0794415416798357,,,,
xborg.eth,XBorg,Build the future of gaming.,1,701,34,hybrid,0.04850213980028531,6.553933404025811,,,,
echelonassembly.eth,Echelon Assembly,"Echelon governance proposals - 
Enacting the will of the community.",1,444,14,hybrid,0.03153153153153153,6.09807428216624,,,,
wsgvote.eth,Wall Street Games,Wall Street Games is a hybrid blockchain-based online gaming platform where players battle each other in fun simple games for rewards in cryptocurrencies.,42161,144,23,hybrid,0.1597222222222222,4.976733742420574,,,,
cultivatordao.eth,Cultivator DAO,A new DAO serving the Lens Community 🌿 Helping verify humans ✅ and fight spam ⚔️,137,18981,1,hybrid,5.2684263210579e-05,9.851246440690437,,,,
lxdao.eth,LXDAO,LXDAO is an R&D-focused DAO in Web3. https://lxdao.io/,1,158,201,hybrid,1.0,5.0689042022202315,,,,
concentratordao.eth,Concentrator,Concentrator is a yield enhancer that boosts yields on Convex vaults by concentrating all rewards into auto-compounding top-tier tokens like aCRV (cvxCRV) and a,1,219,705,hybrid,1.0,5.393627546352362,,,,
syncswapxyz.eth,SyncSwap,Seamless and efficient decentralized exchange for consumer crypto on Ethereum ZK Rollups.,1,42171,1,hybrid,2.3712978112921203e-05,10.64951177269684,,,,
ambire.eth,Ambire Wallet,"A Web3 smart wallet focused on power and ease of use. This space votes on Wallet DAO proposals, which absorbs and governs all of it's revenue.",1,219,21,hybrid,0.0958904109589041,5.393627546352362,,,,
genuine-dao.eth,Genuine Undead,"Decentralised pixel art project with 24*24 pixel PFP you have never seen. 5995 classic, 3996 cyberpunk and 8 legendary, over 200 hand draw traits, rich variety.",1,63,5,hybrid,0.07936507936507936,4.1588830833596715,,,,
g-dao.eth,G DAO,The DAO Governance Space for Gravity ($G). Join the discussion: dao-forum.gravity.xyz,1,66196,45,hybrid,0.0006797993836485588,11.1003904236777,,,,
sdapw.eth,Stake DAO APW,Stake DAO meta-governance space for APWine,1,19,133,hybrid,1.0,2.995732273553991,,,,
adidas.eth,adidas,adidas Originals: Into the Metaverse,1,569,2,hybrid,0.0035149384885764497,6.345636360828596,,,,
arrowair.eth,Arrow Air,Arrow is a decentralized community building open source vertical-takeoff aircraft that are affordable and accessible to everyone through a rideshare protocol.,1,26,71,hybrid,1.0,3.295836866004329,,,,
goblinsax.eth,Goblin Sax,NFT finance collective,1,15,15,hybrid,1.0,2.772588722239781,,,,
metronome.eth,Metronome DAO,DAO Governance for Metronome ecosystem,1,30,32,hybrid,1.0,3.4339872044851463,,,,
kuiclub.eth,Kui Club,"Kui Club 亏钱俱乐部
",1,1931,12,hybrid,0.006214396685655101,7.566311014772463,,,,
kalmyapp.eth,Kalmy.APP,Kalmy.app is powered by DeFi and NFTs.,56,345,160,hybrid,0.463768115942029,5.846438775057725,,,,
squiggledaotreasurysquad.eth,SquiggleDAO Treasury Squad,This is the Snapshot for the SquiggleDAO Treasury Squad to govern their financial operations,1,11,4,token,0.36363636363636365,2.4849066497880004,,,,
kromgov.eth,Kromatika Finance,Kromatika Protocol Governance Voting Portal,1,113,5,hybrid,0.04424778761061947,4.736198448394496,,,,
xclny.eth,Marscolony.io Harmony,https://www.xdao.app/137/dao/0x9430B86D37CBF69Dd19a849AFC9f7187Ecf872FD,1666600000,72,7,hybrid,0.09722222222222222,4.290459441148391,,,,
etherscoredao.eth,EtherScore,A decentralized reputation system using SBTs / NFT badges based on on-chain actions.,8453,27601,8,reputation,0.0002898445708488823,10.225643512847986,,,,
metasoccer.eth,MetaSoccer,"MetaSoccer is a football metaverse where you can earn, own, and freely transact players, stadiums, and even entire clubs!",137,155,9,hybrid,0.05806451612903226,5.049856007249537,,,,
championfinance.eth,Champion Finance,We're Champion Finance - The first cross-chain elastic-algorithmic token pegged to $USDC,43114,11,5,algorithmic,0.45454545454545453,2.4849066497880004,,,,
o3dao.eth,O3Labs,Check docs.o3swap.com/o3-vote for Proposal Templates. All proposals must follow the templates to be valid.,56,1843,11,hybrid,0.005968529571351058,7.519692404116539,,,,
moonwell-governance.eth,Moonwell Governance,"Moonwell is an open lending and borrowing DeFi protocol built on Base, Moonbeam, and Moonriver.
Community members with delegated $WELL are eligible to vote.",8453,1179,65,delegated,0.0551314673452078,7.07326971745971,,,,
starknet.eth, Starknet,"Starknet is a permissionless, decentralized Layer 2 (L2) Validity Rollup, intended to scale Ethereum while retaining Ethereum’s security and decentralization. 
",1,66827,6,hybrid,8.978406931330151e-05,11.109877433377669,,,,
metavault-trade.eth,Metavault.Trade,MVX Metavault.Trade - Perpetual trading exchange,137,86,8,hybrid,0.09302325581395349,4.465908118654584,,,,
cakevote.eth,PancakeSwap,,56,111280,3732,hybrid,0.03353702372393961,11.619813812897709,,,,
radiantcapital.eth,Radiant Capital,"Radiant is building the first omnichain money market atop LayerZero.

Deposit & borrow across multiple chains, seamlessly.",42161,28768,55,hybrid,0.0019118464961067852,10.267053697512587,,,,
ipistr.eth,Shorter Finance,Shorter Finance is a 100% on-chain infrastructure from IPI Labs.,1,87815,7,hybrid,7.971303308090873e-05,11.382998995367153,,,,
beanstalkfarmsbudget.eth,Beanstalk Farms Budget,"The Beanstalk Farms Committee proposes and votes on the use of the Beanstalk Farms budget.

More info: docs.bean.money/almanac/governance/proposals#bfbp",1,57,36,hybrid,0.631578947368421,4.060443010546419,,,,
tableland-rigs.eth,Tableland Rigs,Upgrade and ecosystem proposals for Tableland Rigs owners.,1,46,6,hybrid,0.13043478260869565,3.8501476017100584,,,,
leagueoflils.eth,League of Lils,Lil Nouns voting proxy in Nouns DAO.,1,198,720,hybrid,1.0,5.293304824724492,,,,
lawminati.eth,BlockNG,THE NEXT GENERATION SYNTHETIC CURRENCY,10000,47,14,hybrid,0.2978723404255319,3.871201010907891,,,,
aggregatedfinance.eth,Aggregated Finance,Community Powered FaaS,1,9,15,hybrid,1.0,2.302585092994046,,,,
wearebeansprout.eth,Bean Sprout,"Bean Sprout is a Beanstalk accelerator program to facilitate rapid development on Beanstalk.

More info: docs.bean.money/almanac/governance/proposals#bsp",1,51,7,hybrid,0.13725490196078433,3.9512437185814275,,,,
autonolas.eth,Olas (prev Autonolas),"Crypto's ocean of services. Coordinated by the OLAS token & built on cutting edge, autonomous agent tech. Proposals must conform to constitution –TOS for link",1,45,23,algorithmic,0.5111111111111111,3.828641396489095,,,,
speraxdao.eth,Sperax DAO,Sperax USD is primarily backed by crypto collateral which generates organic yield for its holders. The protocol is aggressively working towards decentralization,42161,25744,72,hybrid,0.0027967681789931634,10.155995712480241,,,,
tetubal.eth,tetuBAL,Control veBAL votes via tetuBAL token,137,155,79,hybrid,0.5096774193548387,5.049856007249537,,,,
promdao.eth,Prom,"Prom is a gaming NFT marketplace & rental. Completely decentralized, confidential, and safe, it meets the needs of players, metaverse-enthusiasts, NFT owners.",56,2063,34,hybrid,0.016480853126514785,7.6324011266014535,,,,
undw3.eth,Lacoste UNDW3,Lacoste is entering a new era with the launch of the Lacoste UNDW3 experience. ,1,386,3,hybrid,0.007772020725388601,5.958424693029782,,,,
thestandardio.eth,The Standard DAO,Asset backed Stablecoin protocol,1,53,9,hybrid,0.16981132075471697,3.9889840465642745,,,,
friendsofpooly.eth,PoolyDAO,,1,557,5,hybrid,0.008976660682226212,6.324358962381311,,,,
vestafinance.eth,Vesta,,42161,28160,13,hybrid,0.00046164772727272726,10.2456933210051,,,,
morpho.eth,Morpho,Morpho is an autonomous algorithm living on the Ethereum blockchain. It serves one purpose: providing optimal lending and borrowing services to all.,1,1207,121,algorithmic,0.10024855012427507,7.0967213784947605,,,,
zcoreclub.eth,ZCore Network,Owners of the NFT Farm Horses ZCoreClub collection can send Proposals and have voting power on ZCore's DAO : https://club.zcore.network,56,87,10,hybrid,0.11494252873563218,4.477336814478207,,,,
flork.eth,FlorkDAO,"Florkinomics is the next big memecoin sensation and this is their DAO. Inspired by Flork of Cows, this community is ready to take over the whole florkin world!",56,29,11,hybrid,0.3793103448275862,3.4011973816621555,,,,
tigrisdao.eth,Tigris,Truly Open Leveraged Trading,42161,33,10,hybrid,0.30303030303030304,3.5263605246161616,,,,
nsfwgov.eth,Not Safe For Work (NSFW+),,137,125,31,hybrid,0.248,4.836281906951478,,,,
eulerdao.eth,Euler,Only delegated EUL may be used to create or vote on proposals. You can delegate to yourself or another address. Visit: https://app.euler.finance/delegates,1,1426,62,delegated,0.043478260869565216,7.2633296174768365,,,,
ousdgov.eth,Legacy Governance (OGV),"Origin Dollar (OUSD) and Origin Ether (OETH) -
Learn more at https://ousd.com/governance",1,230,117,hybrid,0.508695652173913,5.442417710521793,,,,
pyedao.eth,PYE Ecosystem,PYESwap - The worlds first Swap 2.0 technology powered DEX on both BSC and Ethereum networks.,56,22,5,hybrid,0.22727272727272727,3.1354942159291497,,,,
gogo-protocol.eth,GOGO Protocol,"GOGOcoin is constructing the most user-friendly open source DeFi protocol for asset management and savings.
",137,75,7,hybrid,0.09333333333333334,4.330733340286331,,,,
sdaowin.eth,Shark DAO,"Shark DAO is committed to building a DAO that invests in Web3 and NFT, a fully autonomous community that will change the old social system and is a new revoluti",56,1508,5,algorithmic,0.0033156498673740055,7.319202458767849,,,,
snapshot.movedao.eth,Movement DAO: Consensus Space,MOVEMENT DAO/DAOLABS and its community are building a platform for creating blockchain-based treasuries and communities which can operate at any scale.,1,49,47,hybrid,0.9591836734693877,3.912023005428146,,,,
tigervc-dao.eth,Tiger VC DAO,A Decentralized Venture Capital Powered by Web 3.0,1,100,40,hybrid,0.4,4.61512051684126,,,,
hop.eth,Hop,"Hop is a community building secure, trustless, and community-owned bridge infrastructure.",1,22184,61,hybrid,0.0027497295347998557,10.00717166381301,,,,
peghub.eth,PegHub DAO,PegHub is the governance DAO of all BOMB created multipeg algocoins across numerous blockchains.,56,19,10,hybrid,0.5263157894736842,2.995732273553991,,,,
aurafinance.eth,Aura Finance,,1,1027,849,hybrid,0.8266796494644596,6.93537044601511,,,,
wagdie.eth,WAGDIE,𝔚𝔢 𝔄𝔯𝔢 𝔄𝔩𝔩 𝔊𝔬𝔦𝔫𝔤 𝔱𝔬 𝔇𝔦𝔢,1,327,56,hybrid,0.1712538226299694,5.793013608384144,,,,
beanstalkdao.eth,Beanstalk DAO,"Stalkholders make up the Beanstalk DAO. Stalkholders vote on BIPs and BOPs on this Snapshot page. More info: 

docs.bean.money/almanac/governance/proposals#bip",1,347,33,token,0.09510086455331412,5.8522024797744745,,,,
sdbal.eth,Stake DAO BAL,Stake DAO meta-governance space for Balancer,1,76,980,hybrid,1.0,4.343805421853684,,,,
rndrnetwork.eth,Render Network,Advancing the Next Generation of Rendering and AI Technology,1,289,37,hybrid,0.12802768166089964,5.66988092298052,,,,
burgercities.eth,BURGERCITIES,"BurgerCities aims to create a unified and standardized metaverse world of Web3 via integrating DeFi, NFT to the wider Metaverse.",56,152,12,hybrid,0.07894736842105263,5.030437921392435,,,,
vanilladao.eth,Vanilla DAO,,1,89,3,hybrid,0.033707865168539325,4.499809670330265,,,,
metfi.io,MetFi DAO,World’s first DeFi 2.0 collectible NFT ecosystem focused on incubating metaverse and Web3 unicorns and sharing the financial returns with all MetFi NFT owners.,56,2380,90,hybrid,0.037815126050420166,7.7752758464868625,,,,
vote.hopr.eth,HOPR Association Governance,Votes for HOPR Association Governance,1,522,29,hybrid,0.05555555555555555,6.259581464064923,,,,
babydogevote.eth,Baby Doge,Core Proposals will be executed by core contributors. Community Proposals must be executed by community. ,56,1250,56,hybrid,0.0448,7.1316985104669115,,,,
fatcatsdao.eth,Aurion Capital,,1,161,31,hybrid,0.19254658385093168,5.087596335232384,,,,
forta.eth,Forta,Forta Proposal Process Snapshot,1,320,8,token,0.025,5.771441123130016,,,,
dropsdao.eth,DropsDAO,Instant loans for NFTs,1,46,14,hybrid,0.30434782608695654,3.8501476017100584,,,,
opcollective.eth,Optimism Collective,VOTING HERE -> https://vote.optimism.io/,10,203927,93,hybrid,0.00045604554570998445,12.225522269351487,,,,
dlytoken.eth,DLY DAO Gobernanza ,Espacio oficial de votación DLY Token,137,411,7,hybrid,0.0170316301703163,6.021023349349527,,,,
breederdao-admin.eth,BreederDAO,This is BreederDAO’s platform for decentralized voting. sBREED holders can vote on the following Live Breed Proposals that have passed proposal Jury screening.,1,346,9,hybrid,0.02601156069364162,5.849324779946859,,,,
talkenio.eth,Talken,"Secure Web3 Wallet everywhere!

Talken Wallet is a secure Web3 wallet that uses MPC technology. Accessible on Mobile, Web, Telegram, and Desktop.",1,12,7,hybrid,0.5833333333333334,2.5649493574615367,,,,
derify.eth,Derify Protocol,"How to earn eDRF(Voting Token)? Click to learn:
https://derify.medium.com/how-to-earn-edrf-9519e0edfeb8",56,1647,40,hybrid,0.024286581663630843,7.4073177104694174,,,,
hashflowdao.eth,Hashflow,,1,3506,30,hybrid,0.008556759840273816,8.162516250140179,,,,
zunamidao.eth,Zunami Protocol,"Optimize your yield with zunUSD & zunETH and Omnipools for the 
Curve Finance ecosystem.",1,218,20,hybrid,0.09174311926605505,5.389071729816501,,,,
shinyclub.eth,Shiny Club,"∞ ✨ ♥️
How to propose new artwork/traits: https://shinyclub.notion.site/Submitting-new-Shiny-Club-artwork-249b1b4564ec4e169f71159ff64a9354",1,36,35,hybrid,0.9722222222222222,3.6109179126442243,,,,
safe.eth,SafeDAO,Unlock Ownership.,1,17583,54,hybrid,0.0030711482682136155,9.774744676643403,,,,
eliteness.eth,Eliteness.Network (Guru Network),"A meta-DeFi Protocol.
Our Products:
Thick CL & EⅢ CLOBB
$FTM LST
ELMA Lending Aggr
eLOCKS fNFTs
Fertilizer ALM
eTHENA & ELRamses
#RealYield Wrappers
+A Lot more",250,28,15,hybrid,0.5357142857142857,3.367295829986474,,,,
camb0t.eth,heds,a decentralized audio visual community,1,10,8,hybrid,0.8,2.3978952727983707,,,,
evmaverick.eth,EVMavericks,,1,394,30,hybrid,0.07614213197969544,5.978885764901122,,,,
sdcrv.eth,Stake DAO CRV,This space replicates Curve Finance's gauge votes to allow sdCRV holders to vote on them.,1,90,244,hybrid,1.0,4.51085950651685,,,,
runemetaverse.eth,Runic Raids (retired),,56,56,5,hybrid,0.08928571428571429,4.04305126783455,,,,
gauge.rbn.eth,Ribbon Gauges,,1,255,35,hybrid,0.13725490196078433,5.545177444479562,,,,
shellprotocol.eth,Shell Protocol,"DeFi, unified.",42161,40040,55,hybrid,0.0013736263736263737,10.597659208142261,,,,
elfi.eth,Element DAO,Element is an open source protocol for fixed and variable yield markets.,1,417,31,hybrid,0.07434052757793765,6.035481432524756,,,,
lgcryptounicorns.eth,Crypto Unicorns,,42161,1489,67,hybrid,0.04499664204163868,7.306531398939505,,,,
maiadao.eth,Maia DAO,,42161,256,30,hybrid,0.1171875,5.54907608489522,,,,
hermesprotocol.eth,Hermes Protocol - Severity 1,"Hermes is a DEX that allows low cost, near 0 slippage trades on uncorrelated or tightly correlated assets. The protocol incentivizes fees instead of liquidity.",42161,131,45,hybrid,0.3435114503816794,4.882801922586371,,,,
sdangle.eth,Stake DAO ANGLE,Stake DAO's metagovernance platform for sdANGLE,1,47,177,hybrid,1.0,3.871201010907891,,,,
sdfxs.eth,Stake DAO FXS,Stake DAO metagovernance space for sdFXS,1,40,476,hybrid,1.0,3.713572066704308,,,,
copernicusbeer.eth,Copernicus Beer,This space is for governance for the Copernicus Beer DAO,1,45,22,hybrid,0.4888888888888889,3.828641396489095,,,,
gamiumworld.eth,Gamium DAO,"Welcome to the Gamium DAO, the decentralized organization of the Gamium Metaverse. Holding $GMM is the only requirement for membership in the DAO.",56,784,7,hybrid,0.008928571428571428,6.665683717782408,,,,
telcoinplatformcouncil.eth,Telcoin Platform Council,Platform Council Voting,137,28,14,hybrid,0.5,3.367295829986474,,,,
metislayer2.eth,Metis,"MetisL2 Community Ecosystem Governance Program

Decentralizing Metis, empowering our community, and taking action to build a better web3.",1088,25978,277,hybrid,0.01066286858110709,10.16504379833675,,,,
rocketpool-dao.eth,Rocket Pool,Rocket Pool is the first truly decentralised Ethereum staking pool.,1,1139,58,hybrid,0.050921861281826165,7.038783541388542,,,,
wmvotes.eth,Water & Music,A research and intelligence network for the new music business,1,85,7,hybrid,0.08235294117647059,4.454347296253507,,,,
telcoinstakervote.eth,Telcoin Staker,"Staker nominations, delegations, elections, and voting",137,56,4,delegated,0.07142857142857142,4.04305126783455,,,,
telcointancouncil.eth,TAN Council,TAN Council Voting,137,10,4,hybrid,0.4,2.3978952727983707,,,,
telxcouncil.eth,TELx Council,TELx Council Voting,137,14,7,hybrid,0.5,2.70805020110221,,,,
thegurudao.eth, Guru Network DAO,,8453,14890,16,hybrid,0.0010745466756212224,9.608512282590205,,,,
layer2dao.org,Layer2DAO,Layer2DAO is expanding the Ethereum L2 ecosystem and investing in high impact L2 ecosystem projects.,42161,7608,21,hybrid,0.0027602523659305996,8.937087036176523,,,,
telxvote.eth,TELx Miner,TELx Liquidity Providers,137,30,5,hybrid,0.16666666666666666,3.4339872044851463,,,,
crowncapital.eth,Crown Capital,Crown Capital is focused on direct investment and maximizing yield from its portfolio of income producing assets in top gaming economies,1,48,14,hybrid,0.2916666666666667,3.8918202981106265,,,,
uma.eth,UMA Protocol,UMA is an optimistic oracle built for Web3,1,87,20,hybrid,0.22988505747126436,4.477336814478207,,,,
traditionaldreamfactory.eth,Traditional Dream Factory,A playground for living and creating together,42220,44,19,hybrid,0.4318181818181818,3.8066624897703196,,,,
palmdao.eth,PalmDAO,"It's time for the people to build the metaverse, together.",1,199,35,hybrid,0.17587939698492464,5.298317366548036,,,,
bobuthefarmer.eth,Bobu,"Bobu Tokens are an experiment in decentralized IP, brought to you by Azuki.",1,424,24,hybrid,0.05660377358490566,6.052089168924417,,,,
gnars.eth,Gnars,Gnar bring shredders onchain. 10% of Gnars NFT supply goes to a multisig for onboarding shredders. Snapshot is how we poll the community on certain topics.,1,626,101,token,0.16134185303514376,6.440946540632921,,,,
community.daosquare.eth,DAOSquare,DIP stands for DAOSquare Improvement Proposal. Details in handbook. It's beta for now.,100,47,32,hybrid,0.6808510638297872,3.871201010907891,,,,
benddao.eth,BendDAO,"BendDAO is the best NFT liquidity protocol supporting instant NFT-backed loans, leveraged NFT trading, and NFT down payment.",1,436,88,hybrid,0.2018348623853211,6.07993319509559,,,,
jpeg’d.eth,JPEG’d,,1,677,142,hybrid,0.20974889217134415,6.519147287940395,,,,
hydranet.eth,Hydranet DAO,"Hydranet (HDN) DAO: The next-generation Web3 wallet for effortless, secure, fast transactions & trading",42161,276,39,hybrid,0.14130434782608695,5.6240175061873385,,,,
apecoin.eth,ApeCoin DAO,ApeCoin DAO Voting: APE Improvement Proposals are initiated on our forum and posted on the 1st & 3rd Thursday of each month at 9 PM ET. Voting lasts for 13 days,1,36314,327,hybrid,0.009004791540452717,10.499986158040269,,,,
livelabs.eth,SecondLive,,56,1162,95,hybrid,0.08175559380378658,7.0587581525186645,,,,
nation3.eth,Nation3 DAO,"We are building a zero-tax, Web3-powered, solarpunk society. One that serves you, not the other way round.",1,1045,77,hybrid,0.07368421052631578,6.952728644624869,,,,
panda-dao.eth,PandaDAO,"What People Want, What Pandas Build",1,378,18,hybrid,0.047619047619047616,5.937536205082426,,,,
synthetix-stakers-poll.eth,Synthetix Stakers Poll,Polls Synthetix Stakers on SIP,1,2207,5,hybrid,0.0022655188038060714,7.699842407396986,,,,
eboos.eth,Eboos,Eboos est une collection de 1 040 uniques NFT. Cette collection s'adresse aux gens voulant découvrir le fabuleux monde des NFT par le biais d'un projet pas trop,1,53,40,hybrid,0.7547169811320755,3.9889840465642745,,,,
blid.eth,Bolide,Bolide is DeFi high yield aggregator based on automated Strategies. This is Bolide Governance Snapshot. Find more information at forum.bolide.fi,1,711,88,token,0.12376933895921238,6.568077911411976,,,,
fantomstarter.eth,FS,Get early access to the ground-breaking projects of tomorrow with the ability to invest in the hottest IDO and INO.,250,146,10,hybrid,0.0684931506849315,4.990432586778736,,,,
stgdao.eth,Stargate DAO,,1,921230,154,hybrid,0.00016716780825635293,13.733466098121035,,,,
kudasaijp.eth,Kudasai,,1,523,27,hybrid,0.05162523900573614,6.261491684321042,,,,
liberofinancial.eth,Libero/Libera Financial,Multichain High APR Farming & Hyper Deflationary Token,250,898,13,hybrid,0.014476614699331848,6.80128303447162,,,,
expansiondao.eth,ExpansionDAO,Inclusive & diverse expansion of the original CryptoPunks universe 💛 ,1,94,25,hybrid,0.26595744680851063,4.553876891600541,,,,
pstakefinance.eth,pSTAKE Finance,Unlocking Liquidity of Staked Assets,1,342,24,hybrid,0.07017543859649122,5.8377304471659395,,,,
refraction.eth,Refraction,"We’re a community of diverse music, art, and culture enthusiasts who will own a festival, ongoing events, and spaces worldwide.",1,52,7,hybrid,0.1346153846153846,3.970291913552122,,,,
floordao.eth,FloorDAO,FloorDAO aims to become the largest decentralized NFT market maker through the use of Protocol Owned Liquidity and NFTX to earn high yields for its treasury.,1,179,87,hybrid,0.4860335195530726,5.19295685089021,,,,
botto.eth,Botto,"A decentralized, autonomous artist governed by the people.",1,538,81,algorithmic,0.15055762081784388,6.289715570908998,,,,
astardegens.eth,Astar Degens DAO,Incubating promising projects and bringing new ideas to the Astar Ecosystem with the help of a community-governed DAO fund. ,592,1832,23,hybrid,0.012554585152838428,7.513709247839705,,,,
govi.eth,GOVI DAO,The GOVI token is the governance token of the CVI Ecosystem,1,324,8,hybrid,0.024691358024691357,5.783825182329737,,,,
ethlizards.eth,Ethlizards,,1,470,40,hybrid,0.0851063829787234,6.154858094016418,,,,
dfkvote.eth,DeFi Kingdoms,"A DeFi game built on the blockchain, designed with useable NFTs",53935,604,16,hybrid,0.026490066225165563,6.405228458030842,,,,
nishikigoi.eth,Nishikigoi,,1,117,9,hybrid,0.07692307692307693,4.770684624465665,,,,
genesisdaosafe.eth,Genesis DAO,GenesisDAO.com,1,47,34,hybrid,0.723404255319149,3.871201010907891,,,,
potiongov.eth,Potion DAO,Price-insurance AMM protocol.,1,108,11,hybrid,0.10185185185185185,4.6913478822291435,,,,
cow.eth,CoW DAO,CoW DAO is stewarding the CoW Protocol Ecosystem. Start your proposal here: https://forum.cow.fi,1,7172,73,hybrid,0.010178471834913553,8.878079256126435,,,,
